timestamp,value
2020-01-01 00:10:00,1.02
2020-01-01 00:20:00,0.43
2020-01-01 00:30:00,0.61
2020-01-01 00:40:00,1.11
2020-01-01 00:50:00,0.49
2020-01-01 01:00:00,0.63
2020-01-01 01:10:00,0.88
2020-01-01 01:20:00,1.05
2020-01-01 01:30:00,0.9
2020-01-01 01:40:00,0.62
2020-01-01 01:50:00,0.61
2020-01-01 02:00:00,0.5
2020-01-01 02:10:00,0.48
2020-01-01 02:20:00,0.57
2020-01-01 02:30:00,0.28
2020-01-01 02:40:00,0.81
2020-01-01 02:50:00,0.42
2020-01-01 03:00:00,0.46
2020-01-01 03:10:00,0.32
2020-01-01 03:20:00,1.6
2020-01-01 03:30:00,1.2
2020-01-01 03:40:00,1.08
2020-01-01 03:50:00,0.79
2020-01-01 04:00:00,1.83
2020-01-01 04:10:00,1.16
2020-01-01 04:20:00,0.47
2020-01-01 04:30:00,0.81
2020-01-01 04:40:00,0.73
2020-01-01 04:50:00,1.05
2020-01-01 05:00:00,1.53
2020-01-01 05:10:00,1.18
2020-01-01 05:20:00,0.41
2020-01-01 05:30:00,1.09
2020-01-01 05:40:00,1.11
2020-01-01 05:50:00,0.47
2020-01-01 06:00:00,0.85
2020-01-01 06:10:00,1.36
2020-01-01 06:20:00,1.0
2020-01-01 06:30:00,0.62
2020-01-01 06:40:00,0.46
2020-01-01 06:50:00,0.41
2020-01-01 07:00:00,0.95
2020-01-01 07:10:00,1.24
2020-01-01 07:20:00,1.0
2020-01-01 07:30:00,0.72
2020-01-01 07:40:00,0.47
2020-01-01 07:50:00,0.89
2020-01-01 08:00:00,1.37
2020-01-01 08:10:00,1.0
2020-01-01 08:20:00,0.36
2020-01-01 08:30:00,0.21
2020-01-01 08:40:00,0.7
2020-01-01 08:50:00,1.13
2020-01-01 09:00:00,1.02
2020-01-01 09:10:00,0.99
2020-01-01 09:20:00,0.91
2020-01-01 09:30:00,0.89
2020-01-01 09:40:00,0.63
2020-01-01 09:50:00,0.56
2020-01-01 10:00:00,0.29
2020-01-01 10:10:00,0.45
2020-01-01 10:20:00,0.47
2020-01-01 10:30:00,0.87
2020-01-01 10:40:00,0.77
2020-01-01 10:50:00,0.67
2020-01-01 11:00:00,0.78
2020-01-01 11:10:00,1.33
2020-01-01 11:20:00,1.48
2020-01-01 11:30:00,1.46
2020-01-01 11:40:00,1.24
2020-01-01 11:50:00,0.89
2020-01-01 12:00:00,0.7
2020-01-01 12:10:00,0.83
2020-01-01 12:20:00,0.95
2020-01-01 12:30:00,1.24
2020-01-01 12:40:00,0.99
2020-01-01 12:50:00,0.65
2020-01-01 13:00:00,0.91
2020-01-01 13:10:00,1.15
2020-01-01 13:20:00,0.9
2020-01-01 13:30:00,0.86
2020-01-01 13:40:00,1.05
2020-01-01 13:50:00,0.68
2020-01-01 14:00:00,1.31
2020-01-01 14:10:00,0.92
2020-01-01 14:20:00,0.92
2020-01-01 14:30:00,0.95
2020-01-01 14:40:00,0.82
2020-01-01 14:50:00,0.62
2020-01-01 15:00:00,0.55
2020-01-01 15:10:00,0.79
2020-01-01 15:20:00,0.5
2020-01-01 15:30:00,0.36
2020-01-01 15:40:00,0.54
2020-01-01 15:50:00,0.78
2020-01-01 16:00:00,0.91
2020-01-01 16:10:00,1.08
2020-01-01 16:20:00,1.06
2020-01-01 16:30:00,1.06
2020-01-01 16:40:00,0.5
2020-01-01 16:50:00,0.24
2020-01-01 17:00:00,0.53
2020-01-01 17:10:00,0.27
2020-01-01 17:20:00,0.86
2020-01-01 17:30:00,1.91
2020-01-01 17:40:00,1.39
2020-01-01 17:50:00,1.31
2020-01-01 18:00:00,1.35
2020-01-01 18:10:00,1.21
2020-01-01 18:20:00,0.51
2020-01-01 18:30:00,0.44
2020-01-01 18:40:00,0.26
2020-01-01 18:50:00,0.24
2020-01-01 19:00:00,0.4
2020-01-01 19:10:00,0.58
2020-01-01 19:20:00,0.19
2020-01-01 19:30:00,0.5
2020-01-01 19:40:00,0.28
2020-01-01 19:50:00,0.5
2020-01-01 20:00:00,0.58
2020-01-01 20:10:00,0.78
2020-01-01 20:20:00,1.0
2020-01-01 20:30:00,0.66
2020-01-01 20:40:00,0.52
2020-01-01 20:50:00,0.79
2020-01-01 21:00:00,1.2
2020-01-01 21:10:00,0.51
2020-01-01 21:20:00,0.44
2020-01-01 21:30:00,0.44
2020-01-01 21:40:00,0.64
2020-01-01 21:50:00,0.64
2020-01-01 22:00:00,1.2
2020-01-01 22:10:00,1.03
2020-01-01 22:20:00,0.7
2020-01-01 22:30:00,0.62
2020-01-01 22:40:00,0.77
2020-01-01 22:50:00,0.38
2020-01-01 23:00:00,0.15
2020-01-01 23:10:00,0.41
2020-01-01 23:20:00,0.42
2020-01-01 23:30:00,0.36
2020-01-01 23:40:00,0.35
2020-01-01 23:50:00,0.73
2020-01-02 00:00:00,0.27
2020-01-02 00:10:00,0.35
2020-01-02 00:20:00,0.71
2020-01-02 00:30:00,0.72
2020-01-02 00:40:00,0.3
2020-01-02 00:50:00,0.44
