timestamp,value
2020-01-01 00:10:00,86.1
2020-01-01 00:20:00,85.2
2020-01-01 00:30:00,85.1
2020-01-01 00:40:00,86.3
2020-01-01 00:50:00,87.4
2020-01-01 01:00:00,87.1
2020-01-01 01:10:00,87.4
2020-01-01 01:20:00,88.1
2020-01-01 01:30:00,88.1
2020-01-01 01:40:00,87.4
2020-01-01 01:50:00,87.5
2020-01-01 02:00:00,89.1
2020-01-01 02:10:00,88.6
2020-01-01 02:20:00,88.1
2020-01-01 02:30:00,88.9
2020-01-01 02:40:00,88.2
2020-01-01 02:50:00,88.6
2020-01-01 03:00:00,88.5
2020-01-01 03:10:00,88.7
2020-01-01 03:20:00,89.2
2020-01-01 03:30:00,90.6
2020-01-01 03:40:00,90.8
2020-01-01 03:50:00,90.9
2020-01-01 04:00:00,90.9
2020-01-01 04:10:00,91.4
2020-01-01 04:20:00,91.7
2020-01-01 04:30:00,90.5
2020-01-01 04:40:00,92.1
2020-01-01 04:50:00,92.4
2020-01-01 05:00:00,93.2
2020-01-01 05:10:00,92.3
2020-01-01 05:20:00,93.4
2020-01-01 05:30:00,93.8
2020-01-01 05:40:00,93.7
2020-01-01 05:50:00,94.1
2020-01-01 06:00:00,94.0
2020-01-01 06:10:00,94.1
2020-01-01 06:20:00,94.6
2020-01-01 06:30:00,94.8
2020-01-01 06:40:00,95.0
2020-01-01 06:50:00,95.0
2020-01-01 07:00:00,95.0
2020-01-01 07:10:00,94.3
2020-01-01 07:20:00,93.8
2020-01-01 07:30:00,94.1
2020-01-01 07:40:00,94.2
2020-01-01 07:50:00,94.3
2020-01-01 08:00:00,94.5
2020-01-01 08:10:00,94.5
2020-01-01 08:20:00,94.4
2020-01-01 08:30:00,94.7
2020-01-01 08:40:00,93.9
2020-01-01 08:50:00,93.6
2020-01-01 09:00:00,94.0
2020-01-01 09:10:00,93.8
2020-01-01 09:20:00,93.4
2020-01-01 09:30:00,92.9
2020-01-01 09:40:00,92.4
2020-01-01 09:50:00,92.5
2020-01-01 10:00:00,91.1
2020-01-01 10:10:00,87.4
2020-01-01 10:20:00,86.1
2020-01-01 10:30:00,86.1
2020-01-01 10:40:00,86.4
2020-01-01 10:50:00,85.9
2020-01-01 11:00:00,86.6
2020-01-01 11:10:00,85.8
2020-01-01 11:20:00,85.5
2020-01-01 11:30:00,85.0
2020-01-01 11:40:00,84.8
2020-01-01 11:50:00,84.1
2020-01-01 12:00:00,82.0
2020-01-01 12:10:00,80.5
2020-01-01 12:20:00,80.1
2020-01-01 12:30:00,78.3
2020-01-01 12:40:00,77.5
2020-01-01 12:50:00,75.3
2020-01-01 13:00:00,74.2
2020-01-01 13:10:00,74.1
2020-01-01 13:20:00,73.7
2020-01-01 13:30:00,70.9
2020-01-01 13:40:00,70.7
2020-01-01 13:50:00,70.0
2020-01-01 14:00:00,70.8
2020-01-01 14:10:00,72.2
2020-01-01 14:20:00,71.4
2020-01-01 14:30:00,70.3
2020-01-01 14:40:00,70.4
2020-01-01 14:50:00,69.02
2020-01-01 15:00:00,68.2
2020-01-01 15:10:00,69.47
2020-01-01 15:20:00,70.3
2020-01-01 15:30:00,69.19
2020-01-01 15:40:00,68.67
2020-01-01 15:50:00,68.54
2020-01-01 16:00:00,70.4
2020-01-01 16:10:00,72.5
2020-01-01 16:20:00,73.4
2020-01-01 16:30:00,73.7
2020-01-01 16:40:00,74.0
2020-01-01 16:50:00,74.7
2020-01-01 17:00:00,76.6
2020-01-01 17:10:00,78.9
2020-01-01 17:20:00,79.3
2020-01-01 17:30:00,79.6
2020-01-01 17:40:00,81.3
2020-01-01 17:50:00,81.6
2020-01-01 18:00:00,81.9
2020-01-01 18:10:00,81.8
2020-01-01 18:20:00,84.0
2020-01-01 18:30:00,85.5
2020-01-01 18:40:00,85.3
2020-01-01 18:50:00,85.8
2020-01-01 19:00:00,85.9
2020-01-01 19:10:00,89.0
2020-01-01 19:20:00,90.1
2020-01-01 19:30:00,89.6
2020-01-01 19:40:00,89.8
2020-01-01 19:50:00,89.1
2020-01-01 20:00:00,89.7
2020-01-01 20:10:00,89.3
2020-01-01 20:20:00,90.6
2020-01-01 20:30:00,92.0
2020-01-01 20:40:00,92.2
2020-01-01 20:50:00,92.3
2020-01-01 21:00:00,92.8
2020-01-01 21:10:00,93.8
2020-01-01 21:20:00,93.7
2020-01-01 21:30:00,93.9
2020-01-01 21:40:00,94.7
2020-01-01 21:50:00,94.3
2020-01-01 22:00:00,94.0
2020-01-01 22:10:00,94.3
2020-01-01 22:20:00,94.4
2020-01-01 22:30:00,94.7
2020-01-01 22:40:00,94.8
2020-01-01 22:50:00,94.9
2020-01-01 23:00:00,94.5
2020-01-01 23:10:00,94.2
2020-01-01 23:20:00,93.4
2020-01-01 23:30:00,93.2
2020-01-01 23:40:00,90.4
2020-01-01 23:50:00,89.7
2020-01-02 00:00:00,91.4
2020-01-02 00:10:00,91.3
2020-01-02 00:20:00,91.2
2020-01-02 00:30:00,91.3
2020-01-02 00:40:00,92.0
2020-01-02 00:50:00,90.7
2020-01-02 01:00:00,90.1
2020-01-02 01:10:00,91.1
2020-01-02 01:20:00,92.6
2020-01-02 01:30:00,92.9
2020-01-02 01:40:00,93.9
2020-01-02 01:50:00,92.7
2020-01-02 02:00:00,93.1
2020-01-02 02:10:00,93.1
2020-01-02 02:20:00,91.2
2020-01-02 02:30:00,88.7
2020-01-02 02:40:00,89.7
2020-01-02 02:50:00,92.0
2020-01-02 03:00:00,92.5
2020-01-02 03:10:00,92.5
2020-01-02 03:20:00,91.7
2020-01-02 03:30:00,90.3
2020-01-02 03:40:00,91.1
2020-01-02 03:50:00,91.7
2020-01-02 04:00:00,92.2
2020-01-02 04:10:00,90.5
2020-01-02 04:20:00,89.6
2020-01-02 04:30:00,89.4
2020-01-02 04:40:00,90.9
2020-01-02 04:50:00,90.9
2020-01-02 05:00:00,89.9
2020-01-02 05:10:00,89.1
2020-01-02 05:20:00,85.4
2020-01-02 05:30:00,88.3
2020-01-02 05:40:00,89.8
2020-01-02 05:50:00,90.0
2020-01-02 06:00:00,91.3
2020-01-02 06:10:00,90.7
2020-01-02 06:20:00,90.8
2020-01-02 06:30:00,91.0
2020-01-02 06:40:00,90.3
2020-01-02 06:50:00,88.5
2020-01-02 07:00:00,89.7
2020-01-02 07:10:00,88.3
2020-01-02 07:20:00,87.4
2020-01-02 07:30:00,86.5
2020-01-02 07:40:00,86.6
2020-01-02 07:50:00,87.4
2020-01-02 08:00:00,86.8
2020-01-02 08:10:00,87.6
2020-01-02 08:20:00,90.2
2020-01-02 08:30:00,90.4
2020-01-02 08:40:00,87.5
2020-01-02 08:50:00,84.4
2020-01-02 09:00:00,83.7
2020-01-02 09:10:00,84.0
2020-01-02 09:20:00,86.2
2020-01-02 09:30:00,82.9
2020-01-02 09:40:00,82.8
2020-01-02 09:50:00,82.8
2020-01-02 10:00:00,83.6
2020-01-02 10:10:00,83.9
2020-01-02 10:20:00,83.6
2020-01-02 10:30:00,81.4
2020-01-02 10:40:00,80.2
2020-01-02 10:50:00,77.0
2020-01-02 11:00:00,73.7
2020-01-02 11:10:00,72.7
2020-01-02 11:20:00,71.4
2020-01-02 11:30:00,71.4
2020-01-02 11:40:00,70.2
2020-01-02 11:50:00,67.31
2020-01-02 12:00:00,65.15
2020-01-02 12:10:00,61.45
2020-01-02 12:20:00,61.68
2020-01-02 12:30:00,59.96
2020-01-02 12:40:00,58.23
2020-01-02 12:50:00,55.33
2020-01-02 13:00:00,52.83
2020-01-02 13:10:00,50.54
2020-01-02 13:20:00,52.29
2020-01-02 13:30:00,52.72
2020-01-02 13:40:00,53.29
2020-01-02 13:50:00,53.8
2020-01-02 14:00:00,55.42
2020-01-02 14:10:00,58.09
2020-01-02 14:20:00,60.07
2020-01-02 14:30:00,59.87
2020-01-02 14:40:00,60.77
2020-01-02 14:50:00,61.54
2020-01-02 15:00:00,60.22
2020-01-02 15:10:00,59.89
2020-01-02 15:20:00,61.08
2020-01-02 15:30:00,61.8
2020-01-02 15:40:00,61.73
2020-01-02 15:50:00,63.64
2020-01-02 16:00:00,66.44
2020-01-02 16:10:00,68.68
2020-01-02 16:20:00,70.1
2020-01-02 16:30:00,69.98
2020-01-02 16:40:00,69.27
2020-01-02 16:50:00,70.5
2020-01-02 17:00:00,70.2
2020-01-02 17:10:00,71.3
2020-01-02 17:20:00,72.3
2020-01-02 17:30:00,74.4
2020-01-02 17:40:00,76.1
2020-01-02 17:50:00,77.0
2020-01-02 18:00:00,76.3
2020-01-02 18:10:00,77.2
2020-01-02 18:20:00,77.3
2020-01-02 18:30:00,77.9
2020-01-02 18:40:00,78.9
2020-01-02 18:50:00,80.4
2020-01-02 19:00:00,81.7
2020-01-02 19:10:00,82.5
2020-01-02 19:20:00,82.4
2020-01-02 19:30:00,83.0
2020-01-02 19:40:00,83.3
2020-01-02 19:50:00,84.2
2020-01-02 20:00:00,83.9
2020-01-02 20:10:00,83.6
2020-01-02 20:20:00,84.0
2020-01-02 20:30:00,84.4
2020-01-02 20:40:00,84.5
2020-01-02 20:50:00,84.7
2020-01-02 21:00:00,85.1
2020-01-02 21:10:00,85.1
2020-01-02 21:20:00,84.9
2020-01-02 21:30:00,84.6
2020-01-02 21:40:00,84.9
2020-01-02 21:50:00,85.2
2020-01-02 22:00:00,85.3
2020-01-02 22:10:00,85.1
2020-01-02 22:20:00,84.3
2020-01-02 22:30:00,84.6
2020-01-02 22:40:00,85.4
2020-01-02 22:50:00,85.5
2020-01-02 23:00:00,85.7
2020-01-02 23:10:00,85.9
2020-01-02 23:20:00,85.4
2020-01-02 23:30:00,84.9
2020-01-02 23:40:00,85.2
2020-01-02 23:50:00,85.7
2020-01-03 00:00:00,85.8
2020-01-03 00:10:00,86.0
2020-01-03 00:20:00,85.9
2020-01-03 00:30:00,86.6
2020-01-03 00:40:00,87.2
2020-01-03 00:50:00,87.5
2020-01-03 01:00:00,86.6
2020-01-03 01:10:00,86.0
2020-01-03 01:20:00,85.4
2020-01-03 01:30:00,85.0
2020-01-03 01:40:00,85.0
2020-01-03 01:50:00,84.9
2020-01-03 02:00:00,85.1
2020-01-03 02:10:00,85.8
2020-01-03 02:20:00,86.5
2020-01-03 02:30:00,86.7
2020-01-03 02:40:00,87.2
2020-01-03 02:50:00,86.6
2020-01-03 03:00:00,86.9
2020-01-03 03:10:00,85.4
2020-01-03 03:20:00,85.1
2020-01-03 03:30:00,84.3
2020-01-03 03:40:00,84.0
2020-01-03 03:50:00,83.7
2020-01-03 04:00:00,83.5
2020-01-03 04:10:00,84.6
2020-01-03 04:20:00,84.7
2020-01-03 04:30:00,85.1
2020-01-03 04:40:00,85.1
2020-01-03 04:50:00,85.1
2020-01-03 05:00:00,84.9
2020-01-03 05:10:00,84.9
2020-01-03 05:20:00,85.0
2020-01-03 05:30:00,84.5
2020-01-03 05:40:00,85.9
2020-01-03 05:50:00,87.0
2020-01-03 06:00:00,87.3
2020-01-03 06:10:00,87.2
2020-01-03 06:20:00,86.3
2020-01-03 06:30:00,85.7
2020-01-03 06:40:00,85.4
2020-01-03 06:50:00,85.6
2020-01-03 07:00:00,86.0
2020-01-03 07:10:00,86.0
2020-01-03 07:20:00,86.1
2020-01-03 07:30:00,85.6
2020-01-03 07:40:00,85.4
2020-01-03 07:50:00,84.5
2020-01-03 08:00:00,84.2
2020-01-03 08:10:00,82.8
2020-01-03 08:20:00,82.4
2020-01-03 08:30:00,82.0
2020-01-03 08:40:00,82.0
2020-01-03 08:50:00,83.0
